,accuracy,loss
0,tensor(0.4933),1.0137698543071747
1,tensor(0.5267),1.0097531223297118
2,tensor(0.4967),1.0051837354898452
3,tensor(0.6333),0.8783509281277656
4,tensor(0.6967),0.7001929557323456
5,tensor(0.7000),0.6714465773105621
6,tensor(0.6800),0.6617308741807938
7,tensor(0.7300),0.6270095339417457
8,tensor(0.7600),0.6032832592725754
9,tensor(0.7800),0.6140881490707397
10,tensor(0.8033),0.5751544028520584
11,tensor(0.8033),0.560443545281887
12,tensor(0.8167),0.5381847295165062
13,tensor(0.8267),0.5320067808032036
14,tensor(0.8467),0.4926753744482994
15,tensor(0.8633),0.4790136781334877
16,tensor(0.8567),0.4299073870480061
17,tensor(0.8867),0.39785951435565947
18,tensor(0.9400),0.33560177862644197
19,tensor(0.9500),0.31106356240808963
20,tensor(0.9367),0.3038310405984521
21,tensor(0.9667),0.23806637790054083
22,tensor(0.9633),0.23917654618620873
23,tensor(0.9533),0.19918194318190216
24,tensor(0.9867),0.19502660121768714
