,accuracy,loss
0,tensor(0.4867),1.0341227185726165
1,tensor(0.6000),0.9511843824386597
2,tensor(0.6567),0.7981319242715835
3,tensor(0.6467),0.7369844794273377
4,tensor(0.6700),0.6998056679964065
5,tensor(0.7400),0.6766589295864105
6,tensor(0.7100),0.6800844299793244
7,tensor(0.7900),0.6416899451613426
8,tensor(0.7800),0.5830406427383423
9,tensor(0.8367),0.49405658364295957
10,tensor(0.8133),0.44148178696632384
11,tensor(0.8400),0.40632693856954577
12,tensor(0.8600),0.3814754667878151
13,tensor(0.8700),0.39019612163305284
14,tensor(0.8800),0.3532772670686245
15,tensor(0.9100),0.3399092121422291
16,tensor(0.9133),0.3364235121011734
17,tensor(0.9000),0.31312218368053435
18,tensor(0.9133),0.2983210499584675
19,tensor(0.9167),0.29651924058794976
20,tensor(0.9200),0.2821252131462097
21,tensor(0.8933),0.33513692528009414
22,tensor(0.8800),0.30670084975659845
23,tensor(0.9433),0.23199939422309399
24,tensor(0.9300),0.23895931482315064
25,tensor(0.9067),0.25278259478509424
26,tensor(0.9433),0.24156204521656036
27,tensor(0.9367),0.24070529952645303
28,tensor(0.9067),0.25525762267410756
29,tensor(0.9567),0.20671353325247765
30,tensor(0.9300),0.21237005308270454
31,tensor(0.9567),0.1911930987238884
32,tensor(0.9700),0.1931709234416485
33,tensor(0.9567),0.18731255039572717
34,tensor(0.9400),0.19691781453788282
35,tensor(0.9567),0.1865251807682216
36,tensor(0.9500),0.16828335262835026
37,tensor(0.9700),0.16460454005748035
38,tensor(0.9767),0.14779436066746712
