,accuracy,loss
0,tensor(0.5267),1.034994374513626
1,tensor(0.4967),1.0120337170362472
2,tensor(0.4967),1.0161904054880142
3,tensor(0.5167),0.9975961738824844
4,tensor(0.4933),1.0099326545000076
5,tensor(0.5033),1.0032535678148269
6,tensor(0.4833),0.9963137316703796
7,tensor(0.5333),0.9873478132486343
8,tensor(0.5233),0.986139869093895
9,tensor(0.5833),0.9549112248420716
10,tensor(0.5567),0.941646375656128
11,tensor(0.6667),0.8352356177568435
12,tensor(0.5267),0.9993098163604737
13,tensor(0.6733),0.8278290390968323
14,tensor(0.5867),0.9821388709545136
15,tensor(0.5200),1.0914312595129012
16,tensor(0.5533),0.9799634051322937
17,tensor(0.6633),0.8191584330797196
18,tensor(0.6733),0.7298784404993057
19,tensor(0.6700),0.7688718175888062
20,tensor(0.6300),0.7109497499465942
21,tensor(0.6733),0.6932664483785629
22,tensor(0.6300),0.6921296507120133
23,tensor(0.6533),0.6827709221839905
24,tensor(0.7100),0.6738532304763794
25,tensor(0.6600),0.678769298195839
26,tensor(0.6333),0.6766260462999344
27,tensor(0.6967),0.66703118622303
28,tensor(0.7133),0.6603108531236649
29,tensor(0.6733),0.6694687205553055
30,tensor(0.6500),0.6793197810649871
31,tensor(0.6600),0.6663641995191574
32,tensor(0.6900),0.6664207929372787
33,tensor(0.6733),0.6686267185211182
34,tensor(0.6867),0.6667220383882523
35,tensor(0.6867),0.670420845746994
36,tensor(0.7033),0.6668304246664047
37,tensor(0.7000),0.6612305110692978
38,tensor(0.6967),0.659603191614151
39,tensor(0.6833),0.6678336602449417
40,tensor(0.7300),0.661689133644104
41,tensor(0.7767),0.652620651125908
42,tensor(0.6833),0.6447153836488724
43,tensor(0.8167),0.619550512433052
44,tensor(0.7267),0.5850433334708214
45,tensor(0.7300),0.5654849991202354
46,tensor(0.7900),0.531589612364769
47,tensor(0.6233),1.0705559009313583
48,tensor(0.5767),1.1002202907204628
49,tensor(0.6700),0.8324086627364159
50,tensor(0.7367),0.7188478368520737
51,tensor(0.6933),0.7248198240995407
52,tensor(0.7100),0.6566114005446434
53,tensor(0.6533),0.6892271053791046
54,tensor(0.6733),0.7163151639699936
55,tensor(0.7533),0.6588851287961006
56,tensor(0.7600),0.6095829433202744
57,tensor(0.8300),0.5143291784822941
58,tensor(0.8167),0.489016107916832
59,tensor(0.8300),0.4497253394126892
60,tensor(0.8567),0.40497507244348524
61,tensor(0.9100),0.36268568113446237
62,tensor(0.9200),0.3467035049200058
63,tensor(0.8967),0.352573778629303
64,tensor(0.9200),0.3237535001337528
65,tensor(0.9033),0.3235237155854702
66,tensor(0.8967),0.3280881291627884
67,tensor(0.9400),0.2813499350845814
68,tensor(0.8900),0.3233358183503151
69,tensor(0.9600),0.2870701287686825
70,tensor(0.9567),0.2602195754647255
71,tensor(0.9600),0.2501167559623718
72,tensor(0.9600),0.23279064647853376
73,tensor(0.9833),0.20260461151599884
