,accuracy,loss
0,tensor(0.4933),1.0310980206727982
1,tensor(0.5300),0.9866827321052551
2,tensor(0.5033),1.0076401221752167
3,tensor(0.5367),0.9888929355144501
4,tensor(0.6167),0.9645109486579895
5,tensor(0.6233),0.9280030965805054
6,tensor(0.6867),0.7345647662878036
7,tensor(0.5800),0.9647597306966782
8,tensor(0.5867),0.9994882476329804
9,tensor(0.6733),0.9400857836008072
10,tensor(0.6667),0.8698076951503754
11,tensor(0.7400),0.7267962354421615
12,tensor(0.6767),0.697654798924923
13,tensor(0.6900),0.6463724926114083
14,tensor(0.7533),0.6309659188985824
15,tensor(0.8133),0.5500962063670158
16,tensor(0.8233),0.49921838343143465
17,tensor(0.8533),0.4444319149851799
18,tensor(0.8500),0.42032808780670167
19,tensor(0.8833),0.35518105283379553
20,tensor(0.9133),0.32284204334020616
21,tensor(0.9000),0.3149030156433582
22,tensor(0.9367),0.28851518347859384
23,tensor(0.9500),0.24972556389868258
24,tensor(0.9833),0.22330656737089158
