,accuracy,loss
0,tensor(0.4933),1.0760626661777497
1,tensor(0.4800),1.047610400915146
2,tensor(0.5033),1.0204837465286254
3,tensor(0.5100),1.0021704983711244
4,tensor(0.5067),1.0087913113832474
5,tensor(0.5000),1.004820290207863
6,tensor(0.4900),1.0089676558971405
7,tensor(0.4633),1.0113879597187043
8,tensor(0.4967),1.0023995131254195
9,tensor(0.5600),0.9866133660078049
10,tensor(0.5267),0.9930424296855926
11,tensor(0.5233),0.9901524746417999
12,tensor(0.5167),0.9958408629894256
13,tensor(0.5967),0.9520101153850555
14,tensor(0.6000),0.906238214969635
15,tensor(0.6333),0.8384867095947266
16,tensor(0.6733),0.7740741491317749
17,tensor(0.6133),0.8131901130080224
18,tensor(0.6933),0.750461899638176
19,tensor(0.6333),0.7362215578556061
20,tensor(0.6633),0.7065777987241745
21,tensor(0.6733),0.7340760481357574
22,tensor(0.6867),0.6821362596750259
23,tensor(0.7167),0.6751839935779571
24,tensor(0.6633),0.6939040356874466
25,tensor(0.6833),0.6745380109548569
26,tensor(0.6533),0.691779711842537
27,tensor(0.6800),0.677390518784523
28,tensor(0.6633),0.8254433125257492
29,tensor(0.6500),0.7480694365501404
30,tensor(0.5267),1.165927421450615
31,tensor(0.5267),1.0706948697566987
32,tensor(0.5400),1.0234094035625458
33,tensor(0.5400),0.9820765101909638
34,tensor(0.5233),0.9648419123888016
35,tensor(0.5267),0.9651751273870468
36,tensor(0.5767),0.9478267592191696
37,tensor(0.5967),0.9007938086986542
38,tensor(0.5767),0.8940286421775818
39,tensor(0.6767),0.7487784361839295
40,tensor(0.6400),0.7299676978588104
41,tensor(0.6967),0.7032393288612365
42,tensor(0.6833),0.692237845659256
43,tensor(0.6633),0.6960303276777268
44,tensor(0.6933),0.6767389357089997
45,tensor(0.6967),0.6748756116628647
46,tensor(0.6533),0.6752277326583862
47,tensor(0.6933),0.6743782514333725
48,tensor(0.6533),0.6801929360628128
49,tensor(0.6800),0.6742178386449814
50,tensor(0.7133),0.6676354390382767
51,tensor(0.6533),0.6742168462276459
52,tensor(0.6400),0.6790355479717255
53,tensor(0.6900),0.6685089266300202
54,tensor(0.6967),0.6643415987491608
55,tensor(0.6700),0.6746964693069458
56,tensor(0.6967),0.6680099022388458
57,tensor(0.6800),0.6715971130132675
58,tensor(0.6467),0.6698353916406632
59,tensor(0.6600),0.6691437900066376
60,tensor(0.6700),0.669357557296753
61,tensor(0.6867),0.6745072227716445
62,tensor(0.6767),0.6776762878894806
63,tensor(0.6733),0.6828027653694153
64,tensor(0.6333),0.6987610399723053
65,tensor(0.6800),0.6775427508354187
66,tensor(0.6867),0.6596407556533813
67,tensor(0.6800),0.6906541675329209
68,tensor(0.6833),0.7285644668340683
69,tensor(0.6333),0.7202203530073166
70,tensor(0.6733),0.7428462558984756
71,tensor(0.7067),0.6940521156787872
72,tensor(0.6867),0.7111164063215256
73,tensor(0.6633),0.6785432428121567
74,tensor(0.6567),0.6713995426893234
75,tensor(0.6900),0.6628648883104324
76,tensor(0.6667),0.6715417450666428
77,tensor(0.6600),0.6742489683628082
78,tensor(0.6700),0.6661931842565536
79,tensor(0.6267),0.6756427425146103
80,tensor(0.6900),0.6591498970985412
81,tensor(0.6900),0.6673948806524277
82,tensor(0.6600),0.6726657247543335
83,tensor(0.6833),0.6672547227144241
84,tensor(0.7000),0.6683448648452759
85,tensor(0.6933),0.6666047811508179
86,tensor(0.6700),0.6718593406677246
87,tensor(0.6633),0.6647441911697388
88,tensor(0.6733),0.6703932267427445
89,tensor(0.6467),0.6721779680252076
90,tensor(0.6700),0.6676669687032699
91,tensor(0.6900),0.6629467517137527
92,tensor(0.6800),0.6642768120765686
93,tensor(0.6867),0.6651047337055206
94,tensor(0.7333),0.6487900358438492
95,tensor(0.7033),0.6681501042842865
96,tensor(0.6400),0.6808750796318054
97,tensor(0.6467),0.6707301819324494
98,tensor(0.6400),0.6663217669725419
99,tensor(0.6767),0.6657109016180038
100,tensor(0.6967),0.6641020333766937
101,tensor(0.6600),0.6678968662023544
102,tensor(0.6600),0.6695960175991058
103,tensor(0.6700),0.6602066814899444
104,tensor(0.6600),0.6668994271755219
105,tensor(0.6567),0.6662769043445587
106,tensor(0.7167),0.6551291459798813
107,tensor(0.6733),0.6629227286577225
108,tensor(0.7167),0.6530981147289276
109,tensor(0.6867),0.6664701727032661
110,tensor(0.6733),0.7924752792716027
111,tensor(0.7033),0.6925775420665741
112,tensor(0.7000),0.6632662472128869
113,tensor(0.7033),0.6464745542407035
114,tensor(0.7500),0.6265460681915284
115,tensor(0.7433),0.6466610926389694
116,tensor(0.8033),0.6104703974723816
117,tensor(0.8067),0.5971682086586952
118,tensor(0.7900),0.5686135217547417
119,tensor(0.8267),0.5010393485426903
120,tensor(0.8267),0.4947976335883141
121,tensor(0.7667),0.553766078054905
122,tensor(0.8600),0.4683649429678917
