,accuracy,loss
0,tensor(0.4800),1.0313926565647125
1,tensor(0.4567),1.0070612049102783
2,tensor(0.5367),0.999238697886467
3,tensor(0.5233),0.9994574296474457
4,tensor(0.4867),1.0085288166999817
5,tensor(0.5267),0.9849458450078964
6,tensor(0.5433),0.9930121856927872
7,tensor(0.5300),0.9986763548851013
8,tensor(0.5067),0.9941743057966232
9,tensor(0.5567),0.9829489862918854
10,tensor(0.5433),0.9716216963529587
11,tensor(0.6033),0.92349305331707
12,tensor(0.5933),0.9784837865829468
13,tensor(0.6633),0.8820080259442329
14,tensor(0.6867),0.827640891969204
15,tensor(0.6900),0.7745198145508766
16,tensor(0.7133),0.7415554717183113
17,tensor(0.6900),0.7048746052384377
18,tensor(0.7100),0.6403540083765984
19,tensor(0.6867),0.6858291867375373
20,tensor(0.6933),0.6741574341058731
21,tensor(0.6833),0.6952259588241577
22,tensor(0.6900),0.6747433352470398
23,tensor(0.6833),0.674199580848217
24,tensor(0.6767),0.7317195269465446
25,tensor(0.6933),0.661471220254898
26,tensor(0.7100),0.6933756229281426
27,tensor(0.7167),0.6672792473435402
28,tensor(0.6667),0.6568249976634979
29,tensor(0.7067),0.6368831324577332
30,tensor(0.7667),0.5974988815188408
31,tensor(0.7300),0.5939034098386764
32,tensor(0.7233),0.6726327973604203
33,tensor(0.7367),0.6512695053219795
34,tensor(0.7833),0.533600761294365
35,tensor(0.7400),0.5776564118266105
36,tensor(0.7733),0.5526426711678505
37,tensor(0.7867),0.5417119112610816
38,tensor(0.8067),0.5272379484772682
39,tensor(0.8067),0.4854694351553917
40,tensor(0.7467),0.6136985787749291
41,tensor(0.7967),0.502003667652607
42,tensor(0.6400),0.8146543279290199
43,tensor(0.8133),0.47962255507707596
44,tensor(0.8167),0.4293992404639721
45,tensor(0.7900),0.4898652255535126
46,tensor(0.8767),0.40044157326221463
47,tensor(0.8600),0.3855321030318737
48,tensor(0.8667),0.3904661676287651
49,tensor(0.8867),0.3529993088543415
50,tensor(0.9167),0.31832891777157785
51,tensor(0.9467),0.28490338124334813
52,tensor(0.9467),0.29824325259774925
53,tensor(0.9567),0.26368096061050894
54,tensor(0.9533),0.2400160712003708
55,tensor(0.9367),0.25448510199785235
56,tensor(0.9633),0.21897581255063414
57,tensor(0.9633),0.2210588326305151
58,tensor(0.9033),0.37652421483770016
59,tensor(0.5300),1.5014407924935222
60,tensor(0.5233),1.2974622574448587
61,tensor(0.4867),1.3968656933307648
62,tensor(0.5067),1.2698306888341904
63,tensor(0.4900),1.357074232697487
64,tensor(0.4800),1.351681969165802
65,tensor(0.4667),1.3878051978349686
66,tensor(0.4900),1.3261403441429138
67,tensor(0.5267),1.3066951465606689
68,tensor(0.5300),1.1909579479694365
69,tensor(0.4367),1.4301643931865693
70,tensor(0.5467),1.2407015883922576
71,tensor(0.4667),1.390591449737549
72,tensor(0.5200),1.3787733387947083
73,tensor(0.5167),1.2968841803073883
74,tensor(0.4767),1.281089739203453
75,tensor(0.5267),1.333457087278366
76,tensor(0.4800),1.3885397928953171
77,tensor(0.5133),1.2827830338478088
78,tensor(0.5233),1.3998552143573761
79,tensor(0.5267),1.226565356850624
80,tensor(0.5567),1.2420168751478196
81,tensor(0.5100),1.3871636879444122
82,tensor(0.5100),1.360847887992859
83,tensor(0.5133),1.3332108497619628
84,tensor(0.5467),1.2698436570167542
85,tensor(0.4967),1.2956000900268554
86,tensor(0.4767),1.3358529990911483
87,tensor(0.5367),1.3148094218969346
88,tensor(0.5300),1.1900941389799118
89,tensor(0.5633),1.22718954205513
90,tensor(0.4733),1.4394044280052185
91,tensor(0.4800),1.3880478835105896
92,tensor(0.4900),1.4490285181999207
93,tensor(0.4700),1.4101727193593978
94,tensor(0.5567),1.2252526289224626
95,tensor(0.5100),1.420764566063881
96,tensor(0.5500),1.2676423853635788
97,tensor(0.5400),1.184622436761856
98,tensor(0.5367),0.9275368270277977
99,tensor(0.6867),0.863943786919117
100,tensor(0.6767),0.8344162690639496
101,tensor(0.6900),0.7893913325667381
102,tensor(0.6433),0.7635517475008965
103,tensor(0.7867),0.6658997511863709
104,tensor(0.8033),0.6486878304183483
105,tensor(0.7233),0.682723818719387
106,tensor(0.7767),0.6440203380584717
107,tensor(0.8033),0.6457076131552458
108,tensor(0.8267),0.575021256506443
109,tensor(0.8267),0.5954324119538069
110,tensor(0.7367),0.6521035805344582
111,tensor(0.7800),0.543589829057455
112,tensor(0.8233),0.5525638362020254
113,tensor(0.8133),0.6227316778153181
114,tensor(0.7667),0.6367995259910821
115,tensor(0.8200),0.4943357637897134
116,tensor(0.7433),0.5984044180065393
117,tensor(0.7633),0.5563109360635281
118,tensor(0.7700),0.5611778974160552
119,tensor(0.7833),0.555597675293684
120,tensor(0.7967),0.6049014952033758
121,tensor(0.8567),0.511422003544867
122,tensor(0.8233),0.5603636705502868
123,tensor(0.8700),0.4568604292720556
124,tensor(0.8000),0.5508896332979202
125,tensor(0.8533),0.45554607596248387
126,tensor(0.7500),0.5346246058493853
127,tensor(0.8067),0.4894551051780581
128,tensor(0.8600),0.4521055288240314
129,tensor(0.8567),0.456698542535305
130,tensor(0.8533),0.41448013989254834
131,tensor(0.8167),0.49149036763235926
132,tensor(0.8300),0.48541311677545307
133,tensor(0.8133),0.4345600433461368
134,tensor(0.8033),0.44348587960004804
135,tensor(0.8167),0.43666514415293933
136,tensor(0.8167),0.37940303679555654
137,tensor(0.8300),0.4274520072713494
138,tensor(0.8367),0.4228459259495139
