,accuracy,loss
0,tensor(0.5000),1.061035229563713
1,tensor(0.5033),1.0183383840322495
2,tensor(0.5233),1.004922193288803
3,tensor(0.5533),0.9918337398767472
4,tensor(0.4567),1.022416524887085
5,tensor(0.4967),1.0037944251298905
6,tensor(0.4500),1.013475239276886
7,tensor(0.5233),1.0009144324064254
8,tensor(0.4333),1.0114459311962127
9,tensor(0.5500),0.9923797756433487
10,tensor(0.4967),1.0083867347240447
11,tensor(0.5200),0.9988040101528167
12,tensor(0.5167),1.0012530606985093
13,tensor(0.5433),0.9990996026992798
14,tensor(0.5000),1.0013833463191986
15,tensor(0.5533),0.9924612510204315
16,tensor(0.5433),0.9928839153051376
17,tensor(0.5733),0.9943007338047027
18,tensor(0.5633),0.9841564190387726
19,tensor(0.6500),0.9288740134239197
20,tensor(0.6633),0.8656393510103225
21,tensor(0.6900),0.8033711743354798
22,tensor(0.6967),0.7793823730945587
23,tensor(0.7300),0.7544787916541099
24,tensor(0.6967),0.7342066237330437
25,tensor(0.7267),0.7004534167051315
26,tensor(0.6833),0.6803511792421341
27,tensor(0.7267),0.6308000290393829
28,tensor(0.7567),0.6522803416848183
29,tensor(0.7467),0.6463037198781967
30,tensor(0.7633),0.6104695990681648
31,tensor(0.8000),0.5866340035200119
32,tensor(0.7967),0.6171758884191513
33,tensor(0.7967),0.5696067556738853
34,tensor(0.7967),0.5920354825258255
35,tensor(0.8167),0.5705097916722298
36,tensor(0.7900),0.5954401287436485
37,tensor(0.8167),0.5514436292648316
38,tensor(0.8067),0.5652293829619884
39,tensor(0.8133),0.5064530172944068
40,tensor(0.8233),0.5064740182459354
41,tensor(0.8200),0.5143748165667057
42,tensor(0.8333),0.48041604928672316
43,tensor(0.8667),0.40474335707724096
44,tensor(0.8367),0.4399177904427052
45,tensor(0.8300),0.4420032772421837
46,tensor(0.7700),0.533745719641447
47,tensor(0.8233),0.45090958163142203
48,tensor(0.8133),0.45198296673595906
49,tensor(0.8333),0.425338916182518
50,tensor(0.8233),0.42781518496572973
51,tensor(0.8400),0.4036762187629938
52,tensor(0.8200),0.44964587584137916
53,tensor(0.8467),0.4000636654347181
54,tensor(0.8533),0.3875379938259721
55,tensor(0.8267),0.40274793017655613
56,tensor(0.8067),0.43385544314980506
57,tensor(0.7800),0.47075445458292964
58,tensor(0.8000),0.4351873356103897
59,tensor(0.8200),0.41289343804121015
60,tensor(0.8300),0.4097443393245339
61,tensor(0.8167),0.38391165900975466
62,tensor(0.8333),0.3563088646531105
63,tensor(0.8067),0.4224807537905872
64,tensor(0.8067),0.4077267349883914
65,tensor(0.8167),0.41063107250258324
66,tensor(0.8700),0.3294627253897488
67,tensor(0.8533),0.3450230592675507
68,tensor(0.8500),0.3597099635004997
69,tensor(0.8667),0.36679181825369594
70,tensor(0.8500),0.3781590376794338
71,tensor(0.8667),0.3516112168878317
72,tensor(0.8667),0.3406061648577452
73,tensor(0.8333),0.3823826731555164
74,tensor(0.8233),0.35761384971439836
75,tensor(0.8767),0.31595779781229794
76,tensor(0.8600),0.3380096490867436
77,tensor(0.8733),0.29089159986935553
78,tensor(0.8700),0.3164840176794678
79,tensor(0.8467),0.34853610141202807
80,tensor(0.8733),0.3232570838369429
81,tensor(0.8400),0.33110213005915284
82,tensor(0.8500),0.33462992172688244
83,tensor(0.8933),0.25225794795900586
84,tensor(0.8533),0.3607023421488702
85,tensor(0.9167),0.2602351098135114
86,tensor(0.8933),0.30886179689317944
87,tensor(0.9033),0.2784647697396576
88,tensor(0.9067),0.27559936880134045
89,tensor(0.8900),0.2865314597915858
90,tensor(0.9133),0.2891149541549385
91,tensor(0.8833),0.36233846726827323
92,tensor(0.8567),0.43095434497110546
93,tensor(0.8967),0.372650022408925
94,tensor(0.9467),0.2582867169426754
95,tensor(0.9433),0.26640551166143267
96,tensor(0.9467),0.26156134984456003
97,tensor(0.9333),0.29294234729837626
98,tensor(0.9567),0.24122448877897112
99,tensor(0.9567),0.2586345404107124
100,tensor(0.9233),0.2560113986162469
101,tensor(0.9500),0.26374560803174973
102,tensor(0.9733),0.21017489573918283
