,accuracy,loss
0,tensor(0.4567),1.0718048232793809
1,tensor(0.4800),1.0155138128995895
2,tensor(0.4733),1.0170720607042312
3,tensor(0.4933),1.0066534918546677
4,tensor(0.5100),1.0018350619077683
5,tensor(0.4367),1.0127626270055772
6,tensor(0.5200),1.0022016686201096
7,tensor(0.5500),0.9980936872959137
8,tensor(0.5200),0.9932442802190781
9,tensor(0.4833),1.0008137810230255
10,tensor(0.5333),0.9953463113307953
11,tensor(0.4933),1.0103439420461655
12,tensor(0.5067),0.9985910612344742
13,tensor(0.5433),0.9974727559089661
14,tensor(0.5267),0.9952629953622818
15,tensor(0.5567),0.9834230381250382
16,tensor(0.5767),0.9616876834630966
17,tensor(0.6500),0.774888778924942
18,tensor(0.6733),0.6974500882625579
19,tensor(0.6767),0.6904961711168289
20,tensor(0.6533),0.6806937408447266
21,tensor(0.6600),0.676636877655983
22,tensor(0.6767),0.6759879231452942
23,tensor(0.6700),0.677832156419754
24,tensor(0.7000),0.6646319502592086
25,tensor(0.6767),0.6719175755977631
26,tensor(0.7000),0.6677198380231857
27,tensor(0.6333),0.6780084472894669
28,tensor(0.6600),0.682748327255249
29,tensor(0.6900),0.6682215565443039
30,tensor(0.6300),0.6828602927923203
31,tensor(0.6533),0.6709830987453461
32,tensor(0.7000),0.663120368719101
33,tensor(0.7400),0.6496629178524017
34,tensor(0.6967),0.6706240171194077
35,tensor(0.6900),0.6678967040777206
36,tensor(0.6300),0.6855017268657684
37,tensor(0.6367),0.6753908377885819
38,tensor(0.7033),0.6669989877939224
39,tensor(0.6833),0.6644571548700333
40,tensor(0.6433),0.6779978948831559
41,tensor(0.6533),0.6710359281301499
42,tensor(0.6833),0.666762062907219
43,tensor(0.6567),0.675777525305748
44,tensor(0.6600),0.6760910367965698
45,tensor(0.6667),0.6693526333570481
46,tensor(0.6500),0.671552147269249
47,tensor(0.6633),0.6726245141029358
48,tensor(0.6767),0.6710332697629928
49,tensor(0.6400),0.6722534185647965
50,tensor(0.6233),0.6739606094360352
51,tensor(0.6800),0.6672363317012787
52,tensor(0.6600),0.6750031965970993
53,tensor(0.6467),0.6677150344848632
54,tensor(0.6467),0.6711113250255585
55,tensor(0.6600),0.6708269131183624
56,tensor(0.6533),0.6697162020206452
57,tensor(0.6633),0.6703328675031662
58,tensor(0.6900),0.6678325259685516
59,tensor(0.6700),0.6683223980665207
60,tensor(0.6967),0.6607840090990067
61,tensor(0.7067),0.6615804433822632
62,tensor(0.6933),0.6681039318442344
63,tensor(0.6600),0.6666280472278595
64,tensor(0.7100),0.651169803738594
65,tensor(0.6333),0.6906693413853645
66,tensor(0.6467),0.6681982147693634
67,tensor(0.6633),0.6648571538925171
68,tensor(0.6900),0.6637410402297974
69,tensor(0.6667),0.6660836982727051
70,tensor(0.7333),0.6483310633897781
71,tensor(0.7167),0.6486032241582871
72,tensor(0.7267),0.6336991274356842
73,tensor(0.7133),0.6412892496585846
74,tensor(0.7833),0.5496844458580017
75,tensor(0.8233),0.4114045511186123
76,tensor(0.8367),0.3513256433606148
77,tensor(0.8967),0.3172045908868313
78,tensor(0.9033),0.3049540023505688
79,tensor(0.8967),0.298880208581686
80,tensor(0.9600),0.25568369433283805
81,tensor(0.9667),0.24209538891911506
82,tensor(1.),0.2103803090006113
