,accuracy,loss
0,tensor(0.5200),1.010834733247757
1,tensor(0.4633),1.010098529458046
2,tensor(0.5200),1.0034886461496353
3,tensor(0.4733),1.0060188895463944
4,tensor(0.4800),0.9907101058959961
5,tensor(0.7000),0.7464581871032715
6,tensor(0.6467),0.7127113300561905
7,tensor(0.7167),0.6607815653085709
8,tensor(0.7333),0.64527706772089
9,tensor(0.8133),0.5568950775265694
10,tensor(0.8567),0.4184445309638977
11,tensor(0.7933),0.3976498007774353
12,tensor(0.8233),0.35653016328811643
13,tensor(0.8133),0.35114384472370147
14,tensor(0.8800),0.3367840825021267
15,tensor(0.8733),0.3332646170258522
16,tensor(0.9233),0.31428219482302666
17,tensor(0.9233),0.2889608681201935
18,tensor(0.9433),0.2666599100828171
19,tensor(0.9600),0.23439020454883575
20,tensor(0.9567),0.22328163854777813
21,tensor(0.9800),0.18509287655353546
